qid,video_id,question_type,capability,question,duration,question_prompt,answer,youtube_url
0870-0,Po_UemYmEyg,Primary Open-ended Question,Character Motivation Causality,Why did this man give his belongings to the photographer?,59.24,Please state your answer with a brief explanation.,"The man gives his belongings to the photographer to be able to provide him and his daughter with food, drinks, and an umbrella.",https://www.youtube.com/shorts/Po_UemYmEyg
0870-1,Po_UemYmEyg,Paraphrased Open-ended Question,Character Motivation Causality,What motivated the man to hand over his belongings to the photographer?,59.24,Please state your answer with a brief explanation.,"The man handed over his belongings, including his cardboard covering and straw hat, because the photographer offered him food in exchange.",https://www.youtube.com/shorts/Po_UemYmEyg
0870-2,Po_UemYmEyg,Correctly-led Open-ended Question,Character Motivation Causality,Did the man give his belongings to the photographer because he was asked and wanted to help out of kindness?,59.24,Please state your answer with a brief explanation.,"Yes, the man willingly gave his belongings, such as the cardboard and hat, to the photographer. He does so out of kindness, presumably believing the photographer needs them.",https://www.youtube.com/shorts/Po_UemYmEyg
0870-3,Po_UemYmEyg,Wrongly-led Open-ended Question,Character Motivation Causality,Did the man give his belongings to the photographer in exchange for food and other necessities?,59.24,Please state your answer with a brief explanation.,"The man does give his belongings to the photographer, as shown when he hands over a makeshift cardboard roof and a straw hat. He appears to do this in exchange for food, snacks, and an umbrella.",https://www.youtube.com/shorts/Po_UemYmEyg
0870-7,Po_UemYmEyg,Multiple-choice Question with a Single Correct Answer,Character Motivation Causality,"Why did the man give his belongings to the photographer?
A. In exchange for food and drinks.
B. Because he was asked and wanted to help out of kindness.
C. To receive money.
D. To get shelter.",59.24,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",B,https://www.youtube.com/shorts/Po_UemYmEyg
0871-0,eFW0FRHH1u8,Primary Open-ended Question,Element Attributes (Optical Illusion),What's in the middle of the road?,13.91,Please state your answer with a brief explanation.,"In the middle of the road is a girl bouncing a ball. She is wearing a blue shirt and shorts, and is bouncing a pink ball.",https://www.youtube.com/shorts/eFW0FRHH1u8
0871-1,eFW0FRHH1u8,Paraphrased Open-ended Question,Element Attributes (Optical Illusion),What is located in the center of the road?,13.91,Please state your answer with a brief explanation.,"In the center of the road, there appears to be a girl with a pink object, possibly a ball or balloon. She is walking towards the camera.",https://www.youtube.com/shorts/eFW0FRHH1u8
0871-2,eFW0FRHH1u8,Correctly-led Open-ended Question,Element Attributes (Optical Illusion),Is there a chalk drawing of a young boy picking up a pink ball in the middle of the road?,13.91,Please state your answer with a brief explanation.,"Yes, there appears to be a chalk drawing of a young boy picking up a pink ball in the middle of the road as shown at [00:00:00].",https://www.youtube.com/shorts/eFW0FRHH1u8
0871-3,eFW0FRHH1u8,Wrongly-led Open-ended Question,Element Attributes (Optical Illusion),Is there a person holding two bags in the middle of the road?,13.91,Please state your answer with a brief explanation.,"Yes, in the middle of the road there is an illusion of a person carrying two bags.",https://www.youtube.com/shorts/eFW0FRHH1u8
0871-7,eFW0FRHH1u8,Multiple-choice Question with a Single Correct Answer,Element Attributes (Optical Illusion),"What is in the middle of the road?
A. A person holding two bags
B. A real child playing
C. A traffic cone
D. A chalk drawing of a young boy",13.91,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",A,https://www.youtube.com/shorts/eFW0FRHH1u8
0872-0,6O-PTTfiq48,Primary Open-ended Question,Displacement Attribute,"After the man puts down two water bottle packs, which direction did he move the upper pack relative to the camera's perspective?",59.97,Please state your answer with a brief explanation.,"The man moved the top water bottle pack to the right, relative to the camera's perspective.",https://www.youtube.com/shorts/6O-PTTfiq48
0872-1,6O-PTTfiq48,Paraphrased Open-ended Question,Displacement Attribute,"In which direction did the man move the top water bottle pack after placing them down, from the camera's viewpoint?",59.97,Please state your answer with a brief explanation.,The man moved the top water bottle pack to the right from the camera's viewpoint. He does so at [00:00:10].,https://www.youtube.com/shorts/6O-PTTfiq48
0872-2,6O-PTTfiq48,Correctly-led Open-ended Question,Displacement Attribute,"Did the man move the upper water bottle pack to the left after placing them down, from the camera's perspective?",59.97,Please state your answer with a brief explanation.,"Yes, the man moves the upper water bottle pack to the left after placing them down, from the camera's perspective, as can be seen at [00:00:42].",https://www.youtube.com/shorts/6O-PTTfiq48
0872-3,6O-PTTfiq48,Wrongly-led Open-ended Question,Displacement Attribute,"Did the man move the upper water bottle pack to the right after placing them down, from the camera's perspective?",59.97,Please state your answer with a brief explanation.,"Yes, the man slightly moves the upper water bottle pack to the right, from the camera's perspective, after placing it down.",https://www.youtube.com/shorts/6O-PTTfiq48
0872-7,6O-PTTfiq48,Multiple-choice Question with a Single Correct Answer,Displacement Attribute,"After the man puts down two water bottle packs, which direction did he move the upper pack relative to the camera's perspective?
A. Backward
B. Right
C. Forward
D. Left",59.97,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",B,https://www.youtube.com/shorts/6O-PTTfiq48
0875-0,f3fywt6uJBM,Primary Open-ended Question,Element Counting,How many cell phones are on the piano in the video?,60.08,Please state your answer with a brief explanation.,I can identify one cell phone on the piano at [00:00:18].,https://www.youtube.com/shorts/f3fywt6uJBM
0875-1,f3fywt6uJBM,Paraphrased Open-ended Question,Element Counting,What is the number of cell phones placed on the piano in the video?,60.08,Please state your answer with a brief explanation.,One cell phone is placed on the piano. It is on the right side of the piano when the pianist begins to play. The time stamp for this visual is 0:18.,https://www.youtube.com/shorts/f3fywt6uJBM
0875-2,f3fywt6uJBM,Correctly-led Open-ended Question,Element Counting,"Are there two cell phones on the piano, one with a green case and another with a light-colored case?",60.08,Please state your answer with a brief explanation.,"Yes, there are two cell phones on the piano. One phone has a green case, and the other phone has a light-colored case. You can see them at [00:00:36] in the video.",https://www.youtube.com/shorts/f3fywt6uJBM
0875-3,f3fywt6uJBM,Wrongly-led Open-ended Question,Element Counting,"Is there only one cell phone on the piano, positioned to the left of the pianist's hands?",60.08,Please state your answer with a brief explanation.,"Yes, there is only one cell phone on the piano, positioned to the left of the pianist's hands at time index 0:17.",https://www.youtube.com/shorts/f3fywt6uJBM
0875-7,f3fywt6uJBM,Multiple-choice Question with a Single Correct Answer,Element Counting,"How many cell phones are on the piano in the video?
A. None
B. Two
C. Three
D. One",60.08,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",D,https://www.youtube.com/shorts/f3fywt6uJBM
0879-0,WVtaMmL93Vs,Primary Open-ended Question,Element Attributes (Optical Illusion),What do people standing on the same plane have in common after the fourth second？,15.05,Please state your answer with a brief explanation.,"After the fourth second, the people who appear to be standing on the same plane are not. The object appears to be a Penrose triangle from one specific angle, creating an optical illusion.",https://www.youtube.com/shorts/WVtaMmL93Vs
0879-1,WVtaMmL93Vs,Paraphrased Open-ended Question,Element Attributes (Optical Illusion),What characteristics do people who are on the same plane share starting from the fourth second?,15.05,Please state your answer with a brief explanation.,"From the fourth second, those who are on the same plane appear to be on the same line when observed from a certain angle. This is because the object the figures are standing on is an impossible Penrose triangle.",https://www.youtube.com/shorts/WVtaMmL93Vs
0879-2,WVtaMmL93Vs,Correctly-led Open-ended Question,Element Attributes (Optical Illusion),Are the two figures that are standing on the same plane physically one with a white head and the other with a black outfit?,15.05,Please state your answer with a brief explanation.,"No, they are not. The figures stand on different faces of the Penrose triangle, creating the illusion of being on the same plane.",https://www.youtube.com/shorts/WVtaMmL93Vs
0879-3,WVtaMmL93Vs,Wrongly-led Open-ended Question,Element Attributes (Optical Illusion),Are the two figures on the same plane one wearing a blue outfit and one with a white head?,15.05,Please state your answer with a brief explanation.,"No, they are not on the same plane. You can tell because the figure with a blue outfit is higher than the figure with a white head.",https://www.youtube.com/shorts/WVtaMmL93Vs
0879-7,WVtaMmL93Vs,Multiple-choice Question with a Single Correct Answer,Element Attributes (Optical Illusion),"What are the hair colors of the figures on the same plane physically?
A. Brunette and blonde
B. Black and white
C. White and black
D. Blonde and white",15.05,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",D,https://www.youtube.com/shorts/WVtaMmL93Vs
0880-0,0cKKHnAmncI,Primary Open-ended Question,Element Attributes (Optical Illusion),How does the state of direction of the structure change when the person holds up with a hand?,42.98,Please state your answer with a brief explanation.,"When the person holds up a finger on one side of the arrow, it gives an illusion that the direction has changed. However, in the mirror, it is revealed that the arrow is still pointing in the same direction.",https://www.youtube.com/shorts/0cKKHnAmncI
0880-1,0cKKHnAmncI,Paraphrased Open-ended Question,Element Attributes (Optical Illusion),What happens to the perceived direction of the structure when it is lifted by hand?,42.98,Please state your answer with a brief explanation.,"When the structure, which appears to be an arrow, is lifted and rotated by hand, the perceived direction of the ""arrow"" seems to stay consistent and point in the same direction, regardless of the orientation. The mirror also shows that the arrow is pointing in the same direction as the structure in real life.",https://www.youtube.com/shorts/0cKKHnAmncI
0880-2,0cKKHnAmncI,Correctly-led Open-ended Question,Element Attributes (Optical Illusion),Does the structure lose its directional illusion when held up towards the camera?,42.98,Please state your answer with a brief explanation.,"No, the structure still retains its directional illusion when held up towards the camera as demonstrated with the mirror test.",https://www.youtube.com/shorts/0cKKHnAmncI
0880-3,0cKKHnAmncI,Wrongly-led Open-ended Question,Element Attributes (Optical Illusion),Does the structure appear to change direction when lifted due to its interaction with a mirror?,42.98,Please state your answer with a brief explanation.,"Yes, the arrow appears to change direction when lifted in front of a mirror due to the visual perception of how mirrors invert images.",https://www.youtube.com/shorts/0cKKHnAmncI
0880-7,0cKKHnAmncI,Multiple-choice Question with a Single Correct Answer,Element Attributes (Optical Illusion),"What happens to the structure's direction when it is lifted?
A. It points in the opposite direction.
B. It points upwards.
C. It loses its directional illusion.
D. It spins around.",42.98,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",A,https://www.youtube.com/shorts/0cKKHnAmncI
0886-0,5QLh5ias93M,Primary Open-ended Question,Positional Relationship,Where is the watch worn by the man in black in the video?,19.29,Please state your answer with a brief explanation.,The watch is worn on the man's left wrist. This is viewable throughout the video and at timestamp [00:00:00].,https://www.youtube.com/shorts/5QLh5ias93M
0886-1,5QLh5ias93M,Paraphrased Open-ended Question,Positional Relationship,On which wrist is the man in black wearing his watch in the video?,19.29,Please state your answer with a brief explanation.,The man in the video is wearing his watch on his left wrist. This is visible at [00:00:00] and [00:00:17].,https://www.youtube.com/shorts/5QLh5ias93M
0886-2,5QLh5ias93M,Correctly-led Open-ended Question,Positional Relationship,Is the watch worn on the right wrist of the man in black?,19.29,Please state your answer with a brief explanation.,"Yes, the man in black is wearing a watch on his right wrist, as seen in the provided screenshots.",https://www.youtube.com/shorts/5QLh5ias93M
0886-3,5QLh5ias93M,Wrongly-led Open-ended Question,Positional Relationship,Is the watch worn on the left wrist of the man in black?,19.29,Please state your answer with a brief explanation.,"Yes, the watch is on his left wrist, as seen clearly around [00:00:00-00:00:01].",https://www.youtube.com/shorts/5QLh5ias93M
0886-7,5QLh5ias93M,Multiple-choice Question with a Single Correct Answer,Positional Relationship,"Where is the watch worn by the man in black?
A. On his ankle
B. Not wearing a watch
C. Left wrist
D. Right wrist",19.29,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",D,https://www.youtube.com/shorts/5QLh5ias93M
0895-0,7hg7oglAyKc,Primary Open-ended Question,Event Localization,What scene is cut to after a basketball smaller than standard is thrown?,34.99,Please state your answer with a brief explanation.,"After the mini basketball is thrown, the scene cuts to a shot of Lethal Shooter dodging a wind turbine, where he then sinks a basketball.",https://www.youtube.com/shorts/7hg7oglAyKc
0895-1,7hg7oglAyKc,Paraphrased Open-ended Question,Event Localization,What happens in the scene following the throw of a smaller basketball?,34.99,Please state your answer with a brief explanation.,Following the throw of the smaller basketball is a scene where Lethal Shooter throws a basketball at a chainsaw rim and successfully makes the shot.,https://www.youtube.com/shorts/7hg7oglAyKc
0895-2,7hg7oglAyKc,Correctly-led Open-ended Question,Event Localization,Does the scene cut to a person shooting a basketball into a chainsaw-rim hoop after the smaller basketball is thrown?,34.99,Please state your answer with a brief explanation.,"Yes, after the mini-hoop shot, the next scene is of the person shooting a basketball into a chainsaw-rim hoop.",https://www.youtube.com/shorts/7hg7oglAyKc
0895-3,7hg7oglAyKc,Wrongly-led Open-ended Question,Event Localization,Does the scene cut to a person shooting a basketball into a mini hoop after the smaller basketball is thrown?,34.99,Please state your answer with a brief explanation.,"Yes, the scene cuts to a person shooting a basketball into a mini hoop after the spiked hoop.",https://www.youtube.com/shorts/7hg7oglAyKc
0895-7,7hg7oglAyKc,Multiple-choice Question with a Single Correct Answer,Event Localization,"What scene is shown after the smaller basketball is thrown?
A. A person shooting into a mini hoop.
B. A person shooting into a chainsaw-rim hoop.
C. A person missing a shot.
D. A person shooting into a regular hoop.",34.99,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",B,https://www.youtube.com/shorts/7hg7oglAyKc
0898-0,fD02ePuiOtU,Primary Open-ended Question,Displacement Attribute,In which direction did the man move the first pillow after it is on the water?,9.49,Please state your answer with a brief explanation.,The man moves the first pillow forward. He is trying to make a bridge to step on with the pillows.,https://www.youtube.com/shorts/fD02ePuiOtU
0898-1,fD02ePuiOtU,Paraphrased Open-ended Question,Displacement Attribute,Which way did the man move the first pillow once it was on the water?,9.49,Please state your answer with a brief explanation.,"The man pushes the first pillow slightly forward, away from the couch.",https://www.youtube.com/shorts/fD02ePuiOtU
0898-2,fD02ePuiOtU,Correctly-led Open-ended Question,Displacement Attribute,"Did the man move the first pillow to the front, closer to the camera, after it was on the water?",9.49,Please state your answer with a brief explanation.,"Yes, after placing the first pillow on the water, the man then adjusted its position to be closer to the camera.",https://www.youtube.com/shorts/fD02ePuiOtU
0898-3,fD02ePuiOtU,Wrongly-led Open-ended Question,Displacement Attribute,Did the man move the first pillow to the right after it was on the water?,9.49,Please state your answer with a brief explanation.,"Yes, after placing the first pillow on the water, the man adjusts it to the right before stepping on it.",https://www.youtube.com/shorts/fD02ePuiOtU
0898-7,fD02ePuiOtU,Multiple-choice Question with a Single Correct Answer,Displacement Attribute,"In which direction did the man move the first pillow after it was on the water?
A. Right
B. Left
C. Back
D. Front, nearer to the camera",9.49,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",B,https://www.youtube.com/shorts/fD02ePuiOtU
0901-0,pPiXRxb2Vfo,Primary Open-ended Question,Element Counting,"At the beginning of the video, how many rubber bands are held in the hands?",18.24,Please state your answer with a brief explanation.,"At the beginning of the video, one rubber band is held in the hands. The hand gestures give the appearance of two rubber bands, but it is actually one that is looped.",https://www.youtube.com/shorts/pPiXRxb2Vfo
0901-1,pPiXRxb2Vfo,Paraphrased Open-ended Question,Element Counting,How many rubber bands are being held at the start of the video?,18.24,Please state your answer with a brief explanation.,One rubber band is being held at the start of the video.,https://www.youtube.com/shorts/pPiXRxb2Vfo
0901-2,pPiXRxb2Vfo,Correctly-led Open-ended Question,Element Counting,Is the hand holding two rubber bands at the beginning of the video?,18.24,Please state your answer with a brief explanation.,"No. At the beginning of the video, the magician uses a specific technique to make one rubber band look like two.",https://www.youtube.com/shorts/pPiXRxb2Vfo
0901-3,pPiXRxb2Vfo,Wrongly-led Open-ended Question,Element Counting,Is the hand holding only one rubber band at the beginning of the video?,18.24,Please state your answer with a brief explanation.,"No, the hand is holding two rubber bands at the beginning of the video. It starts with one rubber band around the pointer and middle fingers of both hands, and then the right-hand pulls out a second rubber band from behind those fingers.",https://www.youtube.com/shorts/pPiXRxb2Vfo
0901-7,pPiXRxb2Vfo,Multiple-choice Question with a Single Correct Answer,Element Counting,"How many rubber bands are held in the hand at the start of the video?
A. Three
B. Four
C. One
D. Two",18.24,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",C,https://www.youtube.com/shorts/pPiXRxb2Vfo
0905-0,cUxIb3Pt-hQ,Primary Open-ended Question,Element Attributes (Optical Illusion),"At the beginning of the video, is the slope where the ball is located an uphill or downhill?",31.81,Please state your answer with a brief explanation.,"The slope at the beginning of the video is a downhill. Initially, it appears the ball is rolling uphill, but the slope is actually pointing downwards. It's a 3D-printed illusion that only works when the camera is at the right angle.",https://www.youtube.com/shorts/cUxIb3Pt-hQ
0905-1,cUxIb3Pt-hQ,Paraphrased Open-ended Question,Element Attributes (Optical Illusion),"At the start of the video, is the ball positioned on an incline or a decline?",31.81,Please state your answer with a brief explanation.,"At the start of the video, the ball is positioned on a decline. The 3D printed illusion consists of four sets of stairs that all point downwards.",https://www.youtube.com/shorts/cUxIb3Pt-hQ
0905-2,cUxIb3Pt-hQ,Correctly-led Open-ended Question,Element Attributes (Optical Illusion),Is the slope where the ball is located at the beginning of the video a downhill slope?,31.81,Please state your answer with a brief explanation.,"Yes, the slope is a downhill slope. As pointed out in the video at [00:00:20-00:00:24], the design is made up of four sets of stairs that point downwards.",https://www.youtube.com/shorts/cUxIb3Pt-hQ
0905-3,cUxIb3Pt-hQ,Wrongly-led Open-ended Question,Element Attributes (Optical Illusion),Is the slope where the ball is located at the beginning of the video an uphill slope?,31.81,Please state your answer with a brief explanation.,"No, the initial slope is a downhill slope. It only looks like an uphill slope because of the illusion.",https://www.youtube.com/shorts/cUxIb3Pt-hQ
0905-7,cUxIb3Pt-hQ,Multiple-choice Question with a Single Correct Answer,Element Attributes (Optical Illusion),"At the beginning of the video, what type of slope is the ball on?
A. Curved
B. Uphill
C. Downhill
D. Flat",31.81,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",C,https://www.youtube.com/shorts/cUxIb3Pt-hQ
0907-0,DP4eZl-4QOY,Primary Open-ended Question,Positional Relationship,What does the dog land on at the end of the video?,16.96,Please state your answer with a brief explanation.,The dog lands in the man's arms. He catches the dog after it flies off the makeshift seesaw.,https://www.youtube.com/shorts/DP4eZl-4QOY
0907-1,DP4eZl-4QOY,Paraphrased Open-ended Question,Positional Relationship,Where does the dog end up landing at the conclusion of the video?,16.96,Please state your answer with a brief explanation.,"The dog ends up landing safely in the arms of its owner, who catches it in mid-air. This is seen in the concluding moments of the video.",https://www.youtube.com/shorts/DP4eZl-4QOY
0907-2,DP4eZl-4QOY,Correctly-led Open-ended Question,Positional Relationship,Does the dog land on the man's body at the end of the video?,16.96,Please state your answer with a brief explanation.,"No, the dog does not land on the man's body. The man falls backwards after launching the dog with the seesaw.",https://www.youtube.com/shorts/DP4eZl-4QOY
0907-3,DP4eZl-4QOY,Wrongly-led Open-ended Question,Positional Relationship,Does the dog land on the grass at the end of the video?,16.96,Please state your answer with a brief explanation.,"Yes, the dog lands on the grass at the end of the video. You can see the dog running on the grass after being launched into the air.",https://www.youtube.com/shorts/DP4eZl-4QOY
0907-7,DP4eZl-4QOY,Multiple-choice Question with a Single Correct Answer,Positional Relationship,"Where does the dog land at the end of the video?
A. On a bench
B. On the grass
C. On the man's body
D. On a tree",16.96,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",C,https://www.youtube.com/shorts/DP4eZl-4QOY
0910-0,7_jo2loOZ9Q,Primary Open-ended Question,Character Motivation Causality,Why does the man in the video keep picking up the child?,47.85,Please state your answer with a brief explanation.,The man is kidnapping the child; this is a social experiment about people's reactions to such events.,https://www.youtube.com/shorts/7_jo2loOZ9Q
0910-1,7_jo2loOZ9Q,Paraphrased Open-ended Question,Character Motivation Causality,What is the reason the man repeatedly picks up the child in the video?,47.85,Please state your answer with a brief explanation.,"The video displays a social experiment. The man picks up the child to simulate an abduction, intending to observe people's reactions.",https://www.youtube.com/shorts/7_jo2loOZ9Q
0910-2,7_jo2loOZ9Q,Correctly-led Open-ended Question,Character Motivation Causality,Is the man picking up the child to see if anyone will intervene in a social experiment?,47.85,Please state your answer with a brief explanation.,"Yes, the title references a social experiment.",https://www.youtube.com/shorts/7_jo2loOZ9Q
0910-3,7_jo2loOZ9Q,Wrongly-led Open-ended Question,Character Motivation Causality,Is the man picking up the child to help them cross the street safely?,47.85,Please state your answer with a brief explanation.,"No, the man is not picking up the child to help them cross the street safely. The man is picking up the child and running away with them.",https://www.youtube.com/shorts/7_jo2loOZ9Q
0910-7,7_jo2loOZ9Q,Multiple-choice Question with a Single Correct Answer,Character Motivation Causality,"Why does the man keep picking up the child in the video?
A. To teach the child how to walk.
B. To help the child cross the street safely.
C. To play a game with the child.
D. To conduct a social experiment.",47.85,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",D,https://www.youtube.com/shorts/7_jo2loOZ9Q
0914-0,3TSZfcowUus,Primary Open-ended Question,Professional Knowledge,Why is the beer bottle placed under the faucet in the video?,16.75,Please state your answer with a brief explanation.,"The beer bottle is placed under the faucet with hot water to shrink the label around it, giving it a clean, finished look.",https://www.youtube.com/shorts/3TSZfcowUus
0914-1,3TSZfcowUus,Paraphrased Open-ended Question,Professional Knowledge,What is the purpose of placing the beer bottle under the faucet in the video?,16.75,Please state your answer with a brief explanation.,"The purpose of placing the bottle under the hot water faucet is to shrink the plastic label wrap around the bottle, securing it in place.",https://www.youtube.com/shorts/3TSZfcowUus
0914-2,3TSZfcowUus,Correctly-led Open-ended Question,Professional Knowledge,Is the beer bottle placed under the faucet to show how hot water can shrink plastic packaging around it?,16.75,Please state your answer with a brief explanation.,"Yes, the beer bottle is placed under the faucet to show how hot water can shrink plastic packaging around it.",https://www.youtube.com/shorts/3TSZfcowUus
0914-3,3TSZfcowUus,Wrongly-led Open-ended Question,Professional Knowledge,Is the beer bottle placed under the faucet to demonstrate a quick cooling method for the beer?,16.75,Please state your answer with a brief explanation.,"No, the beer bottle is being placed under the faucet to demonstrate how labels are applied to bottles using heat shrinking technology, not to cool the beer. The comments mention ""hot water power"" and the application of labels, not the temperature of the beer.",https://www.youtube.com/shorts/3TSZfcowUus
0914-7,3TSZfcowUus,Multiple-choice Question with a Single Correct Answer,Professional Knowledge,"Why is the beer bottle placed under the faucet in the video?
A. To demonstrate how hot water can shrink plastic packaging.
B. To clean the bottle.
C. To quickly cool the beer.
D. To fill the bottle with water.",16.75,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",A,https://www.youtube.com/shorts/3TSZfcowUus
0918-0,KOhSr62NQAY,Primary Open-ended Question,Positional Relationship,Which hand does the man put the soap in the box?,20.42,Please state your answer with a brief explanation.,"The man places the soap pieces into the box with his right hand, as shown at [00:00:05].",https://www.youtube.com/shorts/KOhSr62NQAY
0918-1,KOhSr62NQAY,Paraphrased Open-ended Question,Positional Relationship,With which hand does the man place the soap into the box?,20.42,Please state your answer with a brief explanation.,The man uses his right hand to place the soap into the container.,https://www.youtube.com/shorts/KOhSr62NQAY
0918-2,KOhSr62NQAY,Correctly-led Open-ended Question,Positional Relationship,Does the man use his right hand to put the soap in the box?,20.42,Please state your answer with a brief explanation.,"Yes, he uses his right hand to put the soap pieces into the container at [00:00:05] and [00:00:12].",https://www.youtube.com/shorts/KOhSr62NQAY
0918-3,KOhSr62NQAY,Wrongly-led Open-ended Question,Positional Relationship,Does the man use his left hand to put the soap in the box?,20.42,Please state your answer with a brief explanation.,"Yes, the man does use his left hand to put the soap in the box at [00:00:05].",https://www.youtube.com/shorts/KOhSr62NQAY
0918-7,KOhSr62NQAY,Multiple-choice Question with a Single Correct Answer,Positional Relationship,"Which hand does the man use to put the soap in the box?
A. Left hand
B. Both hands
C. Neither hand
D. Right hand",20.42,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",A,https://www.youtube.com/shorts/KOhSr62NQAY
0919-0,mtLq3F4lIfY,Primary Open-ended Question,Plot Attribute,How does the man create the rainbow?,40.83,Please state your answer with a brief explanation.,The man colors tape with rainbow colors and shines a light through it.,https://www.youtube.com/shorts/mtLq3F4lIfY
0919-1,mtLq3F4lIfY,Paraphrased Open-ended Question,Plot Attribute,What method does the man use to make a rainbow appear?,40.83,Please state your answer with a brief explanation.,The man uses a roll of tape and multi-colored markers to create a rainbow. He colors a strip of tape with the colors of the rainbow and then shines a light through it.,https://www.youtube.com/shorts/mtLq3F4lIfY
0919-2,mtLq3F4lIfY,Correctly-led Open-ended Question,Plot Attribute,Does the man create the rainbow by using colored markers on clear tape?,40.83,Please state your answer with a brief explanation.,"Yes, he does. He colors clear tape with colored markers and then shines a flashlight through it, creating a rainbow.",https://www.youtube.com/shorts/mtLq3F4lIfY
0919-3,mtLq3F4lIfY,Wrongly-led Open-ended Question,Plot Attribute,Does the man create the rainbow by using a prism to refract light?,40.83,Please state your answer with a brief explanation.,"No, the man creates the rainbow by coloring the tape with different colors and shining a light through the tape.",https://www.youtube.com/shorts/mtLq3F4lIfY
0919-7,mtLq3F4lIfY,Multiple-choice Question with a Single Correct Answer,Plot Attribute,"How does the man create the rainbow?
A. By painting on a wall
B. By using colored glass
C. By coloring clear tape with markers
D. By using a prism",40.83,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",C,https://www.youtube.com/shorts/mtLq3F4lIfY
0924-0,ubFbhebEchE,Primary Open-ended Question,Element Localization,"At the end of the video, what is the red object in the hand of the woman in the white top?",24.57,Please state your answer with a brief explanation.,The red object in the hand of the woman in the white top is a book she is reading when the woman in the pink shirt throws blue dye at her.,https://www.youtube.com/shorts/ubFbhebEchE
0924-1,ubFbhebEchE,Paraphrased Open-ended Question,Element Localization,What is the red item the woman in the white top is holding at the video's conclusion?,24.57,Please state your answer with a brief explanation.,"At the video's conclusion, the woman is not holding a red item. She is holding a mug full of blue liquid. In previous scenes, she also holds a mug containing a dark red liquid.",https://www.youtube.com/shorts/ubFbhebEchE
0924-2,ubFbhebEchE,Correctly-led Open-ended Question,Element Localization,Is the woman in the white top holding a red book at the end of the video?,24.57,Please state your answer with a brief explanation.,"Yes, the woman in the white top is sitting in a green chair and is holding a red book when the woman in the pink top pours blue liquid on her.",https://www.youtube.com/shorts/ubFbhebEchE
0924-3,ubFbhebEchE,Wrongly-led Open-ended Question,Element Localization,Is the woman in the white top holding a red bottle at the end of the video?,24.57,Please state your answer with a brief explanation.,"No, the woman in the pink top is not holding a red bottle at the end of the video. She is seen holding a clear glass after the red liquid is poured on her.",https://www.youtube.com/shorts/ubFbhebEchE
0924-7,ubFbhebEchE,Multiple-choice Question with a Single Correct Answer,Element Localization,"What is the red object the woman in the white top is holding at the end of the video?
A. A red bottle
B. A red book
C. A red bag
D. A red cup",24.57,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",E,https://www.youtube.com/shorts/ubFbhebEchE
0926-0,XaP6KFsFnp4,Primary Open-ended Question,Positional Relationship,Which hand is pulling the thread?,13.89,Please state your answer with a brief explanation.,The left hand is pulling the thread (0:00). The right hand is keeping the thread stationary while the left hand pulls the needle and thread through.,https://www.youtube.com/shorts/XaP6KFsFnp4
0926-1,XaP6KFsFnp4,Paraphrased Open-ended Question,Positional Relationship,Which hand is used to pull the thread through the needle?,13.89,Please state your answer with a brief explanation.,"The left hand is used to pull the thread through the needle. The needle is passed across the thread on the palm of the right hand, with the thread passing through the eye of the needle. The needle is then pulled through by the left hand.",https://www.youtube.com/shorts/XaP6KFsFnp4
